Organization Name,Organization Name URL,Number of Employees,Industries,Last Funding Type,Contact Job Departments,IPqwery - Patents Granted,Number of Investments,IPO Status,IPqwery - Total Patents,Closed Date,Closed Date Precision,Headquarters Location,Headquarters Regions,Diversity Spotlight (US Headquarters Only),Estimated Revenue Range,Description,Founded Date,Founded Date Precision,Operating Status,Exit Date,Exit Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Hub Tags,Number of Articles,Full Description,Actively Hiring,Announced Date,Announced Date Precision
Sanfrix,https://www.crunchbase.com/organization/sanfrix,11-50,"Banking, Consulting, Cryptocurrency, Customer Service, Financial Services, Trading Platform",,,,,Private,,,,"Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",,$1M to $10M,Sanfrix is a trading company.,2017-01-01,year,Active,,,For Profit,https://sanfrix.com,https://twitter.com/sanfrixs,https://www.facebook.com/sanfrixltd,https://www.linkedin.com/company/sanfrixlimited,sales@sanfrix.com,+1 239 600 8116,,,"Sanfrix is a provider of turnkey trading solutions for Forex brokerages and cryptocurrency exchanges. They offer innovative solutions and services for the financial sector. Their services include infrastructure upgrades, consulting, company formation, brokerage licensing, banking solutions, website development, and custom development.",,,
SampleExchange,https://www.crunchbase.com/organization/sampleexchange,11-50,"Blockchain, Enterprise Software, Software",,Management,,,Private,,,,"Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",,,SampleExchange is a software venture that aids the development of urgently needed novel vaccines.,2020-01-01,year,Active,,,For Profit,https://sample.exchange/,https://twitter.com/SampleExchange,,https://www.linkedin.com/company/sample-exchange/,info@sample.exchange,,,,,,,
Salvatium,https://www.crunchbase.com/organization/salvatium,11-50,Cryptocurrency,,Management,,,Private,,,,"Coral Springs, Florida, United States","Greater Miami Area, East Coast, Southern US",,,"Salvatium is a developer of an ecosystem helping volunteers mine cryptocurrencies to fund, manage projects that improve living conditions.",2021-01-01,year,Active,,,For Profit,http://www.salvatium.org,https://twitter.com/salvatium,https://www.facebook.com/salvatium,https://www.linkedin.com/company/salvatium/,,,,,"Salvatium is developing a computer vision algorithm to see, analyze and measure people's actions that create hashes to mine crypto. They empower autonomous volunteers to fund their community-related projects through proof-of-action, a mining protocol that awards in crypto in exchange for community-solving actions.",,,
SALT,https://www.crunchbase.com/organization/salt-lending,11-50,"Asset Management, Blockchain, Cryptocurrency, Financial Services, FinTech, Information Technology, Lending",Series A,"Engineering, Finance, Management, Marketing, Operations",,,Private,,,,"Denver, Colorado, United States","Greater Denver Area, Western US",,$1M to $10M,SALT enables individual investors and businesses with cryptoassets to generate and preserve long-term wealth.,2016-01-01,year,Active,2022-09-02,day,For Profit,http://saltlending.com,https://twitter.com/saltlending,https://www.facebook.com/pg/SALTLENDING,https://www.linkedin.com/company/SALTlending,support@saltlending.com,+1 (720) 575-2272,,17,"SALT is a global financial company focused on building products that enable individual investors and businesses with crypto assets to generate and preserve long-term wealth. SALT's core business offering is crypto-backed loans that enable customers to collateralize their crypto assets such as Bitcoin, Ether, and Litecoin for a US Dollar or stablecoin loan. SALT allow users to unlock the value of their crypto without having to sell.",,2022-09-02,day
Saitama,https://www.crunchbase.com/organization/saitama,51-100,"Cryptocurrency, Financial Services, Technical Support",,,,,Private,,,,"Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",,$1M to $10M,Saitama is a technology company that focusses on developing a decentralized finance ecosystem for everyday life.,2021-01-01,year,Active,,,For Profit,https://saitamatoken.com,,,https://www.linkedin.com/company/saitamainu,info@saitamatoken.com,,,,,,,
SafeWire,https://www.crunchbase.com/organization/safechain-llc,11-50,"Blockchain, Government, Real Estate, Software",Seed,"Operations, Product",,,Private,,,,"Columbus, Ohio, United States","Great Lakes, Midwestern US",,$1M to $10M,SafeWire provides software to title companies to combat wire fraud in real estate transactions.,2017-01-01,day,Active,2021-12-13,day,For Profit,https://safewire.com,https://www.twitter.com/safechain_io,https://www.facebook.com/safechain,https://www.linkedin.com/company/safechain-financial-llc/,info@safechain.io,(614) 362-8058,,6,SafeWire provides software to title companies to combat wire fraud in real estate transactions.,,2021-12-13,day
Saasvaap,https://www.crunchbase.com/organization/saasvaap,101-250,"Analytics, Blockchain, Enterprise Resource Planning (ERP), Mobile, Software, Web Development",,Sales,,,Private,,,,"Santa Clara, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",,Less than $1M,"Saasvaap provides software solutions such as RPA, hybrid cloud including ERP, web, analytics, mobility and android development services.",2016-01-01,year,Active,,,For Profit,http://www.saasvaap.com/,,https://www.facebook.com/Saasvaap/,https://www.linkedin.com/company/saasvaap-inc/,enquiries.us@saasvaap.com,+1 408-520-0753,,,,,,
Rymedi,https://www.crunchbase.com/organization/rymedi,11-50,"Blockchain, Health Care, Information Technology, Medical, Software, Wellness",,"Finance, Information Technology, Management, Marketing, Operations",,,Private,,,,"Greenville, South Carolina, United States","East Coast, Southern US",,$1M to $10M,Rymedi (pronounced Remedy) provides cloud-based health solutions that are patient-centered and user friendly.,2018-09-01,month,Active,,,For Profit,https://www.rymedi.com,https://twitter.com/teamrymedi,,https://www.linkedin.com/company/rymedi/,info@rymedi.com,3014661970,,3,"Rymedi is the future of patient engagement and connected health. We fully integrate and enhance laboratory operations, bridging the gap between lab performance and patient engagement. We handle the administrative burdens by allowing our clients to focus on clinical tasks.  Our simplified workflows reduce cost of services, providing a unique competitive advantage for customers to win new deals. Our HIPAA compliant platform ensures patient privacy, enables large-scale testing, and provides real-time dashboard analysis.",,,
RueOne Investments,https://www.crunchbase.com/organization/rueone-investments-llc,11-50,"Blockchain, CleanTech, Enterprise Software, Financial Services, FinTech, InsurTech, Real Estate, Smart Building",,"Finance, Management, Operations",,,Private,,,,"Manhattan, New York, United States","Greater New York Area, East Coast, Northeastern US",,Less than $1M,We are a private investment firm making global investments in early to growth stage companies in FinTech / InsurTech / Enterprise Software.,2016-01-01,day,Active,,,For Profit,http://www.rueone.com,https://twitter.com/RueOneInvest,https://www.facebook.com/rueoneinvestments,https://www.linkedin.com/company/rueone-investments?trk=mini-profile,jeff@rueoneinvestments.com,,,7,"We’re a next generation private investment firm with a unique model for our investors to access the private markets. In addition to making principal investments in venture to growth stage companies, we offer our family office, institutional, and strategic investors access to vetted direct and co-investment opportunities primarily in FinTech / InsurTech / PropTech. Our mandate includes any technology or service that could be synergistic to a bank, insurance or financial service company. RueOne supplements the traditional fund structure by allowing our investors to participate in individual venture capital and private equity transactions with the benefit of our sourcing, structuring, due diligence, domain expertise, and professional management. We operate exclusively as an investment advisor, not a broker dealer, and we are compensated exclusively by our investors. Our participation in a potential investment opportunity comes in the form of a principal investment by RueOne as a general partner and/or direct & co-investments from our family office and institutional clients.  STAGE We make investments ranging from early stage venture capital to growth stage private equity. We do not look to take technology or product risk around proof of concept. However, we are well-positioned to help management teams with go-to-market strategies, scaling their business, and executing their vision. We like to invest in companies where our capital can be used to fuel revenue growth, drive efficiencies, and/or make strategic acquisitions. FINANCIALS While we are flexible around our revenue and EBITDA requirements, we generally do not make investments in pre-revenue companies. SECTORS We are opportunistic and have historically invested across sectors. Our current area of focus is FinTech/InsurTech and includes any technology or service that could be synergistic with a bank, insurance or financial services company. . We pursue a multi-sector, bottoms-up approach with the benefit of highly specialized sector-specific investment and operational expertise.",,,
Royal,https://www.crunchbase.com/organization/royal-2e65,11-50,"Blockchain, Internet, Media and Entertainment, Music",Series A,"Engineering, Finance, Management, Marketing, Operations, Product",,,Private,,,,"Austin, Texas, United States",Southern US,,,Royal is a developer of an NFT-based music platform used to allow buy ownership in songs.,2021-01-01,year,Active,,,,https://royal.io/,https://twitter.com/join_royal,https://www.facebook.com/royalmarketofficial,https://www.linkedin.com/company/joinroyal/about/,support@royal.io,,,,"Royal is a developer of an NFT-based music platform used to allow buy ownership in songs. It also allows artists to create their music and convert it to non-fungible tokens (NFT) and sell them by using limited digital assets (LDA) technology that enables fans to invest in artists and earn royalties alongside them. The company was founded in 2021 and is headquartered in Austin, Texas.",,,
Roll,https://www.crunchbase.com/organization/roll-3,11-50,"Apps, Blockchain, Cryptocurrency, Ethereum, Information Technology",Series A,"Management, Medical & Science, Operations",,,Private,,,,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Black / African American Founded, Black / African American Led, East Asian Led, South Asian Founded, Women Led",,Roll builds social token infrastructure for the creator economy.,2017-01-01,year,Active,,,For Profit,https://www.tryroll.com,https://twitter.com/tryrollhq,https://www.facebook.com/tryrollhq/,https://www.linkedin.com/company/rollinc,hi@tryroll.com,,,2,"Roll is social token infrastructure for the creator economy. It provides infrastructure and APIs that allow digital communities to create and integrate social tokens into both financial systems and social platforms. With social tokens, you can create units of value that exist independent of the platforms you are currently using. Roll is designed for anyone with a loyal following that wants to interact with their community across the web.",,,
